rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
5389,ACC-03242,Loyal Mid-Market,7472.74,33176.81,87044.21,0.3858,0.12,0.228651,Tier 5 — Monitor,👀 Monitor,,,,234,53.68,8
5390,ACC-00702,Loyal Mid-Market,31167.21,10209.14,73429.19,0.2894,0.12,0.228647,Tier 5 — Monitor,⭐ Promoter,,,,118,90.44,9
5391,ACC-00536,Loyal Mid-Market,22495.46,48219.81,176316.72,0.3523,0.12,0.228621,Tier 5 — Monitor,➕ Cross-Sell,,,,361,46.13,5
5392,ACC-03289,Growth-Stage Expanding,112727.43,0.0,208320.29,0.4887,0.12,0.228598,Tier 5 — Monitor,👀 Monitor,,,,122,31.83,1
5393,ACC-08665,Growth-Stage Expanding,110205.16,24793.33,129598.54,0.3937,0.52,0.228584,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk | ➕ Cross-Sell,,,,55,35.57,2
5394,ACC-00435,Early-Stage Potential,23198.26,6892.5,79439.55,0.4458,0.12,0.228527,Tier 5 — Monitor,➕ Cross-Sell,,,,147,52.52,1
5395,ACC-07603,At-Risk Dormant,2880.09,6817.9,23469.19,0.4038,0.12,0.228517,Tier 5 — Monitor,📅 Renewal Window,,,,38,44.7,0
5396,ACC-02709,Early-Stage Potential,25015.02,0.0,53565.49,0.4884,0.12,0.228479,Tier 5 — Monitor,👀 Monitor,,,,348,53.16,4
5397,ACC-08269,At-Risk Dormant,6090.31,5988.96,28346.02,0.4996,0.12,0.228464,Tier 5 — Monitor,📅 Renewal Window,,,,60,31.18,0
5398,ACC-07838,At-Risk Dormant,5287.64,18765.02,23090.57,0.3978,0.52,0.228459,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,66,52.17,2
5399,ACC-06208,At-Risk Dormant,21018.44,23808.75,80868.27,0.3827,0.12,0.228451,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,88,52.15,10
5400,ACC-03239,Loyal Mid-Market,28769.9,12609.73,78290.24,0.4022,0.12,0.228434,Tier 5 — Monitor,👀 Monitor,,,,211,62.99,7
5401,ACC-01727,At-Risk Dormant,44911.07,0.0,43114.63,0.4167,0.52,0.22841,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,45,48.87,4
5402,ACC-04231,Loyal Mid-Market,1936.63,21277.35,49708.89,0.3647,0.12,0.228409,Tier 5 — Monitor,👀 Monitor,,,,99,63.1,5
5403,ACC-08538,At-Risk Dormant,2859.56,7657.28,19897.86,0.3794,0.12,0.228404,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,69,65.49,9
5404,ACC-06812,Early-Stage Potential,18366.12,0.0,40405.46,0.4443,0.12,0.228391,Tier 5 — Monitor,👀 Monitor,arr_utilization,avg_storage_gb,logins_stddev,95,56.34,3
5405,ACC-02372,Early-Stage Potential,36141.09,0.0,68909.01,0.4556,0.12,0.228386,Tier 5 — Monitor,👀 Monitor,,,,110,52.46,2
5406,ACC-06026,Loyal Mid-Market,2107.46,22721.28,49525.06,0.3832,0.12,0.228386,Tier 5 — Monitor,➕ Cross-Sell,,,,281,65.53,7
5407,ACC-04997,Loyal Mid-Market,17490.49,29317.67,105724.05,0.3979,0.12,0.228376,Tier 5 — Monitor,👀 Monitor,,,,173,49.13,6
5408,ACC-06654,Loyal Mid-Market,7876.09,20336.02,58756.38,0.3771,0.12,0.228374,Tier 5 — Monitor,👀 Monitor,,,,229,66.82,8
5409,ACC-06751,High-Value Engaged,211091.19,0.0,551088.74,0.3996,0.12,0.228367,Tier 5 — Monitor,👀 Monitor,,,,140,24.41,0
5410,ACC-02753,At-Risk Dormant,5557.63,5783.61,10887.58,0.4931,0.52,0.228347,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,42,25.77,0
5411,ACC-03519,Loyal Mid-Market,11849.67,18743.6,56087.66,0.457,0.12,0.228329,Tier 5 — Monitor,➕ Cross-Sell,,,,151,43.98,6
5412,ACC-00167,Loyal Mid-Market,2052.18,22295.14,45707.99,0.3498,0.12,0.228329,Tier 5 — Monitor,⭐ Promoter,,,,280,74.99,9
5413,ACC-01985,Loyal Mid-Market,3856.55,22144.21,68641.98,0.4118,0.12,0.228326,Tier 5 — Monitor,➕ Cross-Sell,,,,337,57.22,8
5414,ACC-04020,At-Risk Dormant,8389.49,23263.37,83563.52,0.3857,0.12,0.22831,Tier 5 — Monitor,📅 Renewal Window,,,,34,29.05,0
5415,ACC-04266,Loyal Mid-Market,9184.35,32397.27,109775.5,0.387,0.12,0.228273,Tier 5 — Monitor,👀 Monitor,,,,305,52.72,8
5416,ACC-04547,At-Risk Dormant,5611.85,6432.43,31796.93,0.4232,0.12,0.228268,Tier 5 — Monitor,📅 Renewal Window,,,,65,52.32,7
5417,ACC-01223,Early-Stage Potential,6196.59,14072.87,53511.4,0.4702,0.12,0.228262,Tier 5 — Monitor,➕ Cross-Sell,num_products,arr,tenure_months,317,48.17,1
5418,ACC-03058,Early-Stage Potential,10738.96,1804.98,29068.44,0.4657,0.12,0.228243,Tier 5 — Monitor,👀 Monitor,,,,101,51.2,1
5419,ACC-04285,Early-Stage Potential,1824.27,5823.32,13571.92,0.4403,0.12,0.228179,Tier 5 — Monitor,👀 Monitor,,,,202,62.98,4
5420,ACC-03326,At-Risk Dormant,4681.59,6279.91,20899.94,0.3899,0.12,0.22816,Tier 5 — Monitor,📅 Renewal Window,,,,42,51.79,3
5421,ACC-08863,Loyal Mid-Market,879.73,34398.71,93135.11,0.3509,0.12,0.228157,Tier 5 — Monitor,👀 Monitor,,,,231,61.13,5
5422,ACC-04724,Loyal Mid-Market,8033.15,20078.86,74215.76,0.4065,0.12,0.228116,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,188,56.31,9
5423,ACC-09788,Loyal Mid-Market,27706.09,13105.52,89785.54,0.4105,0.12,0.228107,Tier 5 — Monitor,👀 Monitor,,,,311,61.07,7
5424,ACC-09077,Loyal Mid-Market,5429.1,31610.31,85289.43,0.361,0.12,0.228064,Tier 5 — Monitor,➕ Cross-Sell,support_tickets_l90d,num_products,arr,96,53.24,8
5425,ACC-06173,Early-Stage Potential,44846.02,0.0,101949.95,0.4914,0.12,0.228042,Tier 5 — Monitor,👀 Monitor,,,,303,46.93,3
5426,ACC-00065,Loyal Mid-Market,5914.77,33757.93,84370.59,0.3659,0.12,0.228019,Tier 5 — Monitor,➕ Cross-Sell,,,,341,60.07,6
5427,ACC-06007,Early-Stage Potential,1030.85,15408.59,15781.87,0.4413,0.52,0.227997,Tier 5 — Monitor,⚠️ Churn Risk,,,,99,49.5,1
5428,ACC-09357,Early-Stage Potential,2724.21,15293.16,17296.68,0.4668,0.52,0.227973,Tier 5 — Monitor,⚠️ Churn Risk,,,,157,47.36,3
5429,ACC-01534,Early-Stage Potential,8417.69,729.83,8781.63,0.4569,0.52,0.227967,Tier 5 — Monitor,⚠️ Churn Risk,,,,263,63.69,4
5430,ACC-05467,Early-Stage Potential,8002.15,7497.57,27506.82,0.4748,0.12,0.227951,Tier 5 — Monitor,👀 Monitor,,,,326,53.62,1
5431,ACC-03338,At-Risk Dormant,2058.96,7214.58,18905.61,0.3857,0.12,0.227914,Tier 5 — Monitor,📅 Renewal Window,,,,40,50.83,6
5432,ACC-04905,Loyal Mid-Market,16531.03,60126.84,193382.25,0.2771,0.12,0.227913,Tier 5 — Monitor,💰 High Headroom,,,,214,53.67,5
5433,ACC-06549,Loyal Mid-Market,5923.82,20759.75,60660.67,0.3984,0.12,0.227912,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,160,57.95,9
5434,ACC-06149,At-Risk Dormant,2145.5,12558.3,14115.67,0.4053,0.52,0.227909,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk | ➕ Cross-Sell,,,,82,58.41,3
5435,ACC-05474,Early-Stage Potential,23784.82,0.0,51977.76,0.4669,0.12,0.227871,Tier 5 — Monitor,👀 Monitor,,,,139,53.06,0
5436,ACC-08459,At-Risk Dormant,7157.73,5485.2,33377.34,0.4273,0.12,0.22786,Tier 5 — Monitor,📅 Renewal Window,,,,51,46.15,1
5437,ACC-03383,Loyal Mid-Market,5467.2,33037.69,97134.98,0.4163,0.12,0.227858,Tier 5 — Monitor,➕ Cross-Sell,,,,179,42.44,5
5438,ACC-02846,Loyal Mid-Market,11290.2,31767.41,90937.65,0.3633,0.12,0.227821,Tier 5 — Monitor,👀 Monitor,,,,294,60.71,7
5439,ACC-09689,Growth-Stage Expanding,95035.13,25906.73,308643.61,0.3472,0.12,0.227803,Tier 5 — Monitor,👀 Monitor,,,,235,47.27,6
5440,ACC-01570,At-Risk Dormant,5853.77,18442.47,58440.58,0.3766,0.12,0.227791,Tier 5 — Monitor,📅 Renewal Window,,,,83,58.07,5
5441,ACC-07085,Loyal Mid-Market,6337.56,32746.15,77385.77,0.3518,0.12,0.227762,Tier 5 — Monitor,⭐ Promoter,,,,183,61.72,10
5442,ACC-08473,At-Risk Dormant,29001.84,377.45,68943.38,0.3874,0.12,0.227743,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,33,43.6,4
5443,ACC-01347,Loyal Mid-Market,30593.34,24935.77,119720.74,0.3781,0.12,0.22773,Tier 5 — Monitor,➕ Cross-Sell,,,,194,56.28,5
5444,ACC-07529,Early-Stage Potential,33506.36,0.0,88456.79,0.4828,0.12,0.227728,Tier 5 — Monitor,➕ Cross-Sell,,,,319,50.46,1
5445,ACC-02872,Loyal Mid-Market,5666.03,20681.27,66851.9,0.3572,0.12,0.227727,Tier 5 — Monitor,⭐ Promoter,,,,232,70.7,10
5446,ACC-06904,At-Risk Dormant,19507.48,4443.73,49882.36,0.4234,0.12,0.227726,Tier 5 — Monitor,📅 Renewal Window,,,,51,46.22,4
5447,ACC-01387,Loyal Mid-Market,7178.92,20310.42,62492.38,0.3602,0.12,0.227682,Tier 5 — Monitor,👀 Monitor,,,,251,70.94,5
5448,ACC-06565,High-Value Engaged,133268.54,5706.35,334280.95,0.3738,0.12,0.227672,Tier 5 — Monitor,👀 Monitor,,,,259,51.55,3
5449,ACC-06366,At-Risk Dormant,17979.53,945.27,47463.42,0.4161,0.12,0.227669,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,users_per_login,peak_feature_adoption,num_products,81,59.71,6
5450,ACC-05875,Early-Stage Potential,41659.64,0.0,89818.19,0.4729,0.12,0.227658,Tier 5 — Monitor,👀 Monitor,,,,319,52.91,2
5451,ACC-00171,Early-Stage Potential,12996.06,11355.43,64287.96,0.4389,0.12,0.227636,Tier 5 — Monitor,👀 Monitor,,,,358,57.26,3
5452,ACC-01311,Loyal Mid-Market,46320.85,19436.66,159133.13,0.3705,0.12,0.227625,Tier 5 — Monitor,👀 Monitor,,,,252,59.66,7
5453,ACC-00392,Growth-Stage Expanding,57384.23,38459.74,191176.81,0.3549,0.12,0.227616,Tier 5 — Monitor,👀 Monitor,,,,241,47.97,2
5454,ACC-04229,Loyal Mid-Market,7827.86,20089.39,56504.54,0.3895,0.12,0.227614,Tier 5 — Monitor,➕ Cross-Sell,,,,163,61.07,6
5455,ACC-03317,Early-Stage Potential,2483.32,3378.3,10574.41,0.5079,0.12,0.227598,Tier 5 — Monitor,👀 Monitor,,,,273,48.11,4
5456,ACC-09888,Loyal Mid-Market,3640.49,22055.16,59922.25,0.3918,0.12,0.227595,Tier 5 — Monitor,⭐ Promoter,,,,297,62.35,10
5457,ACC-08778,Loyal Mid-Market,5274.89,33788.18,81928.24,0.3767,0.12,0.227592,Tier 5 — Monitor,👀 Monitor,,,,257,55.86,8
5458,ACC-09555,Growth-Stage Expanding,140084.32,0.0,134480.95,0.5088,0.52,0.227582,Tier 5 — Monitor,⚠️ Churn Risk,,,,207,36.94,0
5459,ACC-08740,At-Risk Dormant,9071.07,4637.7,27545.45,0.4024,0.12,0.227552,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,48,52.13,2
5460,ACC-02667,At-Risk Dormant,1124.83,8165.83,20439.48,0.4225,0.12,0.227543,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,arr,nps_score,56,48.8,0
5461,ACC-08914,At-Risk Dormant,40803.78,15624.16,130762.34,0.4562,0.12,0.227537,Tier 5 — Monitor,📅 Renewal Window,health_score,arr_per_tenure_month,arr,87,32.47,1
5462,ACC-05899,Loyal Mid-Market,20720.0,15128.27,90433.26,0.4276,0.12,0.227493,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,147,50.09,9
5463,ACC-04041,Loyal Mid-Market,41017.59,7725.67,121533.22,0.4398,0.12,0.227465,Tier 5 — Monitor,⭐ Promoter,,,,297,53.17,9
5464,ACC-03072,Early-Stage Potential,793.99,16333.87,38434.93,0.4303,0.12,0.227442,Tier 5 — Monitor,👀 Monitor,,,,357,58.53,1
5465,ACC-08893,Loyal Mid-Market,5694.5,21196.97,70993.45,0.387,0.12,0.227429,Tier 5 — Monitor,👀 Monitor,,,,340,63.57,6
5466,ACC-00375,Loyal Mid-Market,21568.57,15423.57,83010.34,0.4091,0.12,0.22739,Tier 5 — Monitor,⭐ Promoter,,,,321,60.13,10
5467,ACC-06240,Early-Stage Potential,7912.68,3054.1,10528.09,0.4598,0.52,0.227381,Tier 5 — Monitor,⚠️ Churn Risk,,,,116,54.65,3
5468,ACC-03191,Early-Stage Potential,38033.86,0.0,92599.77,0.4853,0.12,0.227346,Tier 5 — Monitor,➕ Cross-Sell,num_products,arr,login_growth,250,48.01,3
5469,ACC-00655,Early-Stage Potential,3713.33,8783.81,32259.25,0.4273,0.12,0.227342,Tier 5 — Monitor,👀 Monitor,,,,125,58.21,1
5470,ACC-04237,Early-Stage Potential,30574.78,4024.58,74088.72,0.4561,0.12,0.227307,Tier 5 — Monitor,👀 Monitor,,,,236,54.52,4
5471,ACC-08277,Loyal Mid-Market,56100.05,1638.92,115170.0,0.4464,0.12,0.227291,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,254,55.18,10
5472,ACC-06681,At-Risk Dormant,6628.41,6125.16,27122.59,0.4192,0.12,0.227274,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,77,56.27,9
5473,ACC-09628,Early-Stage Potential,23799.93,6966.53,29535.79,0.4393,0.52,0.227266,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,189,59.86,4
5474,ACC-02432,At-Risk Dormant,6632.14,6186.48,33841.16,0.4144,0.12,0.227245,Tier 5 — Monitor,📅 Renewal Window,arr,num_products,arr_per_tenure_month,88,58.89,5
5475,ACC-09389,Loyal Mid-Market,13241.56,18405.95,77515.33,0.4064,0.12,0.227242,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,273,58.58,9
5476,ACC-03945,Early-Stage Potential,70580.47,0.0,136643.79,0.4186,0.12,0.227242,Tier 5 — Monitor,➕ Cross-Sell,,,,130,56.82,3
5477,ACC-07551,Early-Stage Potential,4453.38,2334.92,15332.5,0.4996,0.12,0.22722,Tier 5 — Monitor,➕ Cross-Sell,,,,105,42.83,2
5478,ACC-03460,Loyal Mid-Market,3080.55,22111.39,55052.81,0.4004,0.12,0.227215,Tier 5 — Monitor,👀 Monitor,,,,223,58.77,6
5479,ACC-09548,At-Risk Dormant,7484.7,17314.04,58558.1,0.3568,0.12,0.227213,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,num_products,arr,arr_per_tenure_month,73,61.56,10
5480,ACC-05751,Growth-Stage Expanding,67356.72,38846.43,101955.03,0.3918,0.52,0.227198,Tier 5 — Monitor,⚠️ Churn Risk,num_products,arr,avg_feature_adoption,340,47.53,3
5481,ACC-02434,At-Risk Dormant,66138.01,4725.31,187079.19,0.3889,0.12,0.227192,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,37,32.77,3
5482,ACC-01575,Growth-Stage Expanding,104812.61,0.0,262870.03,0.503,0.12,0.227191,Tier 5 — Monitor,👀 Monitor,,,,205,26.04,0
5483,ACC-05559,At-Risk Dormant,12466.15,3267.1,29536.59,0.4528,0.12,0.22718,Tier 5 — Monitor,📅 Renewal Window,contract_end_days,tenure_months,arr_per_tenure_month,53,41.6,0
5484,ACC-02488,Loyal Mid-Market,1231.34,22651.77,48339.39,0.361,0.12,0.227124,Tier 5 — Monitor,👀 Monitor,,,,303,70.96,8
5485,ACC-05407,Loyal Mid-Market,25569.1,26686.5,132589.83,0.4124,0.12,0.227121,Tier 5 — Monitor,👀 Monitor,,,,270,46.18,5
5486,ACC-07321,Growth-Stage Expanding,62469.91,14680.29,74064.18,0.3648,0.52,0.227111,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,55,54.05,3
5487,ACC-07227,Growth-Stage Expanding,92111.19,0.0,229663.9,0.4082,0.12,0.227062,Tier 5 — Monitor,👀 Monitor,logins_stddev,avg_feature_adoption,arr,117,49.61,7
5488,ACC-06638,At-Risk Dormant,5744.29,5271.11,10574.79,0.3645,0.52,0.227054,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,30,47.76,2
5489,ACC-01859,Loyal Mid-Market,24039.59,27799.22,104161.41,0.3858,0.12,0.227008,Tier 5 — Monitor,➕ Cross-Sell,,,,340,56.08,8
5490,ACC-04075,Growth-Stage Expanding,44977.71,5765.63,120566.2,0.45,0.12,0.226994,Tier 5 — Monitor,👀 Monitor,,,,109,44.11,0
5491,ACC-03392,Early-Stage Potential,4345.29,4814.28,8793.19,0.4518,0.52,0.226982,Tier 5 — Monitor,⚠️ Churn Risk,,,,324,62.51,2
5492,ACC-05371,Growth-Stage Expanding,54691.05,2021.37,128926.21,0.4877,0.12,0.226976,Tier 5 — Monitor,👀 Monitor,,,,103,35.09,2
5493,ACC-07138,Loyal Mid-Market,11569.32,18915.19,72878.33,0.4162,0.12,0.226944,Tier 5 — Monitor,👀 Monitor,,,,223,54.8,8
5494,ACC-00252,Loyal Mid-Market,1523.91,34238.53,92839.26,0.3638,0.12,0.226943,Tier 5 — Monitor,👀 Monitor,,,,233,56.96,8
5495,ACC-00141,At-Risk Dormant,5728.17,27955.56,81020.6,0.3609,0.12,0.226925,Tier 5 — Monitor,📅 Renewal Window,,,,72,50.86,7
5496,ACC-02540,Early-Stage Potential,5238.49,4231.67,9091.36,0.4329,0.52,0.226909,Tier 5 — Monitor,⚠️ Churn Risk,,,,140,62.67,2
5497,ACC-01608,At-Risk Dormant,19699.72,4655.78,52153.21,0.4133,0.12,0.226901,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,78,56.38,3
5498,ACC-02779,Early-Stage Potential,15335.79,0.0,27215.92,0.4869,0.12,0.226871,Tier 5 — Monitor,👀 Monitor,,,,354,54.88,1
5499,ACC-04419,Growth-Stage Expanding,67822.83,38671.14,102234.19,0.3925,0.52,0.226868,Tier 5 — Monitor,⚠️ Churn Risk,,,,350,47.29,0
5500,ACC-01359,Early-Stage Potential,5735.51,14166.61,19106.03,0.4125,0.52,0.226865,Tier 5 — Monitor,⚠️ Churn Risk,,,,186,62.79,3
5501,ACC-06718,Loyal Mid-Market,1667.81,22034.32,62573.62,0.3809,0.12,0.226859,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,175,61.46,9
5502,ACC-05053,Loyal Mid-Market,3009.93,22027.23,45167.06,0.3857,0.12,0.226849,Tier 5 — Monitor,👀 Monitor,,,,201,62.76,7
5503,ACC-03874,Growth-Stage Expanding,88929.47,4197.8,187123.73,0.4343,0.12,0.226836,Tier 5 — Monitor,👀 Monitor,,,,160,46.64,3
5504,ACC-02583,Growth-Stage Expanding,83841.77,5961.85,229178.81,0.4163,0.12,0.226778,Tier 5 — Monitor,👀 Monitor,logins_stddev,num_products,arr,215,48.29,6
5505,ACC-02769,Early-Stage Potential,2052.6,3403.09,11762.45,0.5314,0.12,0.226765,Tier 5 — Monitor,➕ Cross-Sell,,,,169,38.23,2
5506,ACC-02094,Early-Stage Potential,29142.88,0.0,73517.77,0.4333,0.12,0.226734,Tier 5 — Monitor,➕ Cross-Sell,,,,150,59.77,1
5507,ACC-04000,At-Risk Dormant,44839.46,0.0,118376.17,0.4877,0.12,0.226725,Tier 5 — Monitor,📅 Renewal Window,,,,70,31.48,1
5508,ACC-00843,At-Risk Dormant,2342.91,7536.14,26080.74,0.3774,0.12,0.226696,Tier 5 — Monitor,📅 Renewal Window,,,,57,60.42,6
5509,ACC-01864,At-Risk Dormant,2794.09,7797.58,19884.14,0.4105,0.12,0.22669,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,76,57.5,8
5510,ACC-04424,At-Risk Dormant,44013.93,0.0,116196.78,0.3961,0.12,0.226684,Tier 5 — Monitor,📅 Renewal Window | ⭐ Promoter,,,,80,58.24,10
5511,ACC-08030,At-Risk Dormant,4402.95,7152.21,25421.33,0.4729,0.12,0.226681,Tier 5 — Monitor,📅 Renewal Window,,,,87,42.9,0
5512,ACC-07826,Early-Stage Potential,24340.74,282.36,59226.76,0.4901,0.12,0.226679,Tier 5 — Monitor,➕ Cross-Sell,,,,169,46.74,2
5513,ACC-03667,Loyal Mid-Market,11268.07,30990.93,89250.99,0.3895,0.12,0.226651,Tier 5 — Monitor,👀 Monitor,,,,154,49.59,6
5514,ACC-07241,Loyal Mid-Market,8281.12,32183.27,80119.51,0.3784,0.12,0.226622,Tier 5 — Monitor,👀 Monitor,peak_feature_adoption,tenure_months,num_products,171,53.41,5
5515,ACC-09345,At-Risk Dormant,10137.35,8087.01,17495.38,0.4294,0.52,0.2266,Tier 5 — Monitor,📅 Renewal Window | ⚠️ Churn Risk,,,,44,40.56,4
5516,ACC-09449,Loyal Mid-Market,21997.77,27840.28,111836.58,0.3699,0.12,0.226576,Tier 5 — Monitor,➕ Cross-Sell,,,,262,58.11,8
5517,ACC-02032,Loyal Mid-Market,6556.53,19845.2,55373.23,0.3638,0.12,0.226568,Tier 5 — Monitor,👀 Monitor,,,,126,65.09,6
5518,ACC-00724,Loyal Mid-Market,804.28,65726.82,137586.35,0.2772,0.12,0.22656,Tier 5 — Monitor,💰 High Headroom,,,,346,56.44,8
5519,ACC-00442,Early-Stage Potential,14558.26,198.46,14166.47,0.5229,0.52,0.226556,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,262,44.9,1
5520,ACC-03033,At-Risk Dormant,52580.01,0.0,117989.55,0.4343,0.12,0.226546,Tier 5 — Monitor,📅 Renewal Window,arr_per_tenure_month,arr,max_storage_gb,73,46.31,7
5521,ACC-07906,Early-Stage Potential,10880.02,0.0,19467.98,0.4264,0.12,0.226525,Tier 5 — Monitor,👀 Monitor,,,,298,70.75,4
5522,ACC-01159,Early-Stage Potential,21885.4,1327.08,53110.16,0.4371,0.12,0.226522,Tier 5 — Monitor,👀 Monitor,,,,145,59.35,4
5523,ACC-00271,Growth-Stage Expanding,104422.09,0.0,263422.12,0.4046,0.12,0.226479,Tier 5 — Monitor,👀 Monitor,,,,175,50.54,6
5524,ACC-05217,Early-Stage Potential,19753.22,0.0,38531.94,0.4732,0.12,0.226476,Tier 5 — Monitor,👀 Monitor,,,,200,54.38,3
5525,ACC-04150,At-Risk Dormant,40176.72,0.0,106066.54,0.457,0.12,0.226465,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,66,39.52,4
5526,ACC-06335,Loyal Mid-Market,3793.0,21429.16,53639.13,0.3853,0.12,0.226464,Tier 5 — Monitor,⭐ Promoter | ➕ Cross-Sell,,,,174,61.19,10
5527,ACC-06444,At-Risk Dormant,5628.17,6263.45,31393.85,0.4974,0.12,0.226454,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,70,32.74,1
5528,ACC-04816,Growth-Stage Expanding,123320.45,0.0,321948.59,0.3527,0.12,0.226444,Tier 5 — Monitor,👀 Monitor,,,,301,61.85,5
5529,ACC-06186,Loyal Mid-Market,5009.56,21199.21,46511.81,0.3778,0.12,0.226421,Tier 5 — Monitor,➕ Cross-Sell,,,,204,65.05,8
5530,ACC-01634,Early-Stage Potential,6193.69,3865.63,9656.96,0.4222,0.52,0.226415,Tier 5 — Monitor,⚠️ Churn Risk | ➕ Cross-Sell,,,,183,67.46,3
5531,ACC-07341,Loyal Mid-Market,7201.25,19983.81,58610.97,0.3827,0.12,0.226358,Tier 5 — Monitor,👀 Monitor,num_products,arr,tenure_months,150,61.12,5
5532,ACC-01843,At-Risk Dormant,23194.82,3069.91,65871.97,0.4065,0.12,0.226347,Tier 5 — Monitor,📅 Renewal Window,,,,81,58.12,5
5533,ACC-09773,At-Risk Dormant,13634.66,15128.69,75935.22,0.4205,0.12,0.226291,Tier 5 — Monitor,📅 Renewal Window,,,,79,45.04,6
5534,ACC-00695,Early-Stage Potential,2504.8,5562.0,20586.47,0.4458,0.12,0.226278,Tier 5 — Monitor,👀 Monitor,,,,355,62.31,4
5535,ACC-07600,Loyal Mid-Market,9335.87,30422.89,104963.1,0.3585,0.12,0.226233,Tier 5 — Monitor,👀 Monitor,,,,125,54.5,5
5536,ACC-04461,At-Risk Dormant,21628.25,3251.47,63857.97,0.4413,0.12,0.226229,Tier 5 — Monitor,📅 Renewal Window,,,,40,33.16,1
5537,ACC-03162,Early-Stage Potential,729.09,5864.02,16245.37,0.5027,0.12,0.226222,Tier 5 — Monitor,➕ Cross-Sell,arr,health_score,num_products,113,39.68,1
5538,ACC-01889,Loyal Mid-Market,2082.6,21911.06,63343.21,0.3638,0.12,0.226206,Tier 5 — Monitor,👀 Monitor,,,,240,67.49,7
5539,ACC-06323,Loyal Mid-Market,487.37,23341.03,43335.93,0.4292,0.12,0.226197,Tier 5 — Monitor,➕ Cross-Sell,,,,276,51.73,6
5540,ACC-02557,Growth-Stage Expanding,60200.45,14024.25,133901.34,0.361,0.12,0.226173,Tier 5 — Monitor,👀 Monitor,,,,101,59.51,8
5541,ACC-02178,Early-Stage Potential,5327.57,13307.6,49196.85,0.4329,0.12,0.22616,Tier 5 — Monitor,👀 Monitor,,,,97,48.32,1
5542,ACC-08368,Loyal Mid-Market,3918.28,20830.49,65336.73,0.3287,0.12,0.226157,Tier 5 — Monitor,👀 Monitor,,,,329,78.75,7
5543,ACC-04876,Early-Stage Potential,3601.52,15022.22,17878.81,0.3937,0.52,0.226139,Tier 5 — Monitor,⚠️ Churn Risk,,,,250,68.54,4
5544,ACC-08224,Early-Stage Potential,3063.2,5177.06,14623.74,0.4561,0.12,0.226122,Tier 5 — Monitor,👀 Monitor,,,,170,56.36,0
5545,ACC-01160,Loyal Mid-Market,6786.72,52269.93,110869.0,0.3196,0.12,0.22611,Tier 5 — Monitor,👀 Monitor,,,,290,55.53,7
5546,ACC-05255,Early-Stage Potential,5827.97,13903.43,43987.89,0.4167,0.12,0.226088,Tier 5 — Monitor,👀 Monitor,,,,205,59.55,4
5547,ACC-06339,At-Risk Dormant,25381.53,0.0,61051.04,0.4914,0.12,0.226083,Tier 5 — Monitor,📅 Renewal Window,,,,53,29.7,0
5548,ACC-09590,At-Risk Dormant,54121.07,0.0,101603.29,0.3977,0.12,0.226081,Tier 5 — Monitor,📅 Renewal Window | ➕ Cross-Sell,,,,74,57.46,5
5549,ACC-04418,Growth-Stage Expanding,160829.0,29676.48,182885.26,0.4457,0.52,0.226019,Tier 5 — Monitor,⚠️ Churn Risk,,,,348,30.84,2
5550,ACC-03079,Loyal Mid-Market,10495.87,31315.11,93823.87,0.3771,0.12,0.225982,Tier 5 — Monitor,➕ Cross-Sell,,,,195,53.47,8
